ITR,FILE_NAME,FSCORE,PRECISION,RECALL,ACCURACY,SK_THRESHOLD,ALPHA,ORIG_CONTRIB,SEG_THRESHOLD
3970,02_test.tif,0.792,0.888,0.715,0.962,60,7.0,0.3,18
3971,02_test.tif,0.683,0.96,0.529,0.95,60,9.0,0.7,24
3972,02_test.tif,0.591,0.478,0.774,0.89,80,7.0,0.9,20
3973,02_test.tif,0.622,0.971,0.458,0.943,60,9.0,0.9,20
3974,02_test.tif,0.698,0.948,0.553,0.951,80,7.5,0.9,14
3975,02_test.tif,0.589,0.972,0.423,0.94,60,9.5,0.9,12
3976,02_test.tif,0.793,0.883,0.719,0.962,80,7.0,0.3,18
3977,02_test.tif,0.726,0.94,0.592,0.954,80,9.5,0.1,16
3978,02_test.tif,0.773,0.912,0.671,0.96,80,7.0,0.3,14
3979,02_test.tif,0.752,0.93,0.631,0.957,80,8.5,0.3,20
3980,02_test.tif,0.48,0.337,0.833,0.815,60,6.5,0.9,18
3981,02_test.tif,0.791,0.895,0.708,0.962,60,7.5,0.5,22
3982,02_test.tif,0.792,0.771,0.815,0.956,60,6.0,0.1,20
3983,02_test.tif,0.69,0.951,0.541,0.95,80,7.5,0.7,12
3984,02_test.tif,0.67,0.953,0.517,0.948,80,7.5,0.7,10
3985,02_test.tif,0.798,0.866,0.739,0.962,80,7.0,0.3,20
3986,02_test.tif,0.78,0.908,0.684,0.961,80,7.0,0.5,16
3987,02_test.tif,0.791,0.88,0.719,0.961,60,6.0,0.1,12
3988,02_test.tif,0.678,0.952,0.526,0.949,80,9.0,0.7,18
3989,02_test.tif,0.67,0.952,0.517,0.948,80,8.5,0.9,16
3990,02_test.tif,0.665,0.953,0.511,0.947,80,9.5,0.9,20
3991,02_test.tif,0.681,0.952,0.531,0.949,80,9.5,0.5,18
3992,02_test.tif,0.727,0.948,0.59,0.955,60,7.0,0.3,10
3993,02_test.tif,0.595,0.447,0.888,0.876,80,6.0,0.7,18
3994,02_test.tif,0.7,0.944,0.556,0.951,60,8.5,0.9,24
3995,02_test.tif,0.771,0.919,0.664,0.96,80,6.0,0.5,10
3996,02_test.tif,0.792,0.884,0.718,0.961,80,7.5,0.3,22
3997,02_test.tif,0.792,0.888,0.715,0.962,80,7.0,0.5,18
3998,02_test.tif,0.709,0.948,0.566,0.952,80,7.0,0.5,10
3999,02_test.tif,0.787,0.89,0.706,0.961,80,7.0,0.7,18
4000,02_test.tif,0.747,0.658,0.862,0.94,80,6.0,0.3,22
4001,02_test.tif,0.717,0.945,0.577,0.953,80,6.5,0.7,10
4002,02_test.tif,0.735,0.928,0.608,0.955,80,7.0,0.9,14
4003,02_test.tif,0.729,0.931,0.599,0.954,80,8.0,0.9,20
4004,02_test.tif,0.767,0.913,0.661,0.959,80,6.5,0.1,10
4005,02_test.tif,0.766,0.919,0.656,0.959,60,6.5,0.1,10
4006,02_test.tif,0.786,0.895,0.701,0.961,80,7.5,0.3,20
4007,02_test.tif,0.778,0.914,0.678,0.96,60,8.0,0.5,24
4008,02_test.tif,0.59,0.972,0.423,0.94,60,9.0,0.9,12
4009,02_test.tif,0.665,0.953,0.511,0.947,80,8.5,0.5,10
4010,02_test.tif,0.777,0.912,0.677,0.96,60,6.0,0.3,10
4011,02_test.tif,0.763,0.922,0.65,0.959,60,7.0,0.7,16
4012,02_test.tif,0.768,0.921,0.659,0.959,80,6.5,0.5,12
4013,02_test.tif,0.69,0.959,0.539,0.95,60,9.5,0.1,12
4014,02_test.tif,0.658,0.952,0.502,0.946,80,9.5,0.7,10
4015,02_test.tif,0.775,0.908,0.676,0.96,60,8.5,0.1,24
4016,02_test.tif,0.719,0.943,0.58,0.953,80,9.0,0.1,12
4017,02_test.tif,0.674,0.963,0.519,0.949,60,8.0,0.7,16
4018,02_test.tif,0.671,0.953,0.518,0.948,80,8.0,0.7,12
4019,02_test.tif,0.743,0.935,0.617,0.956,80,8.5,0.5,22
4020,02_test.tif,0.778,0.912,0.678,0.96,60,8.0,0.3,22
4021,02_test.tif,0.791,0.795,0.786,0.957,60,6.5,0.7,18
4022,02_test.tif,0.799,0.856,0.75,0.961,60,6.0,0.3,14
4023,02_test.tif,0.754,0.933,0.633,0.958,60,7.0,0.3,12
4024,02_test.tif,0.666,0.953,0.512,0.947,80,9.0,0.5,12
4025,02_test.tif,0.608,0.972,0.442,0.942,60,9.0,0.9,18
4026,02_test.tif,0.79,0.894,0.707,0.961,60,6.5,0.3,14
4027,02_test.tif,0.346,0.212,0.946,0.634,80,6.0,0.7,22
4028,02_test.tif,0.752,0.931,0.631,0.957,80,9.0,0.3,24
4029,02_test.tif,0.76,0.929,0.643,0.958,60,8.5,0.3,22
4030,02_test.tif,0.754,0.926,0.636,0.958,80,8.0,0.7,22
4031,02_test.tif,0.737,0.944,0.604,0.956,60,8.5,0.3,18
4032,02_test.tif,0.668,0.953,0.515,0.948,80,9.5,0.3,10
4033,02_test.tif,0.438,0.293,0.867,0.772,60,7.0,0.9,24
4034,02_test.tif,0.766,0.915,0.658,0.959,80,9.0,0.1,24
4035,02_test.tif,0.666,0.964,0.509,0.948,60,9.0,0.7,22
4036,02_test.tif,0.687,0.95,0.538,0.95,80,9.0,0.9,22
4037,02_test.tif,0.753,0.881,0.658,0.956,80,8.0,0.9,24
4038,02_test.tif,0.658,0.952,0.503,0.947,80,9.5,0.7,12
4039,02_test.tif,0.64,0.967,0.478,0.945,60,9.0,0.9,22
4040,02_test.tif,0.661,0.953,0.506,0.947,80,9.5,0.9,18
4041,02_test.tif,0.786,0.892,0.702,0.961,80,7.5,0.7,22
4042,02_test.tif,0.77,0.919,0.663,0.959,80,8.0,0.5,22
4043,02_test.tif,0.589,0.972,0.423,0.94,60,9.5,0.7,10
4044,02_test.tif,0.728,0.947,0.591,0.955,60,7.5,0.3,12
4045,02_test.tif,0.698,0.95,0.551,0.951,80,8.0,0.3,10
4046,02_test.tif,0.44,0.289,0.927,0.759,80,6.0,0.7,20
4047,02_test.tif,0.779,0.907,0.683,0.96,80,8.0,0.3,22
4048,02_test.tif,0.387,0.247,0.892,0.71,60,6.0,0.9,16
4049,02_test.tif,0.737,0.938,0.607,0.956,80,7.0,0.5,12
4050,02_test.tif,0.725,0.942,0.59,0.954,80,8.5,0.7,22
4051,02_test.tif,0.658,0.952,0.503,0.947,80,9.0,0.7,10
4052,02_test.tif,0.648,0.968,0.486,0.946,60,7.0,0.7,10
4053,02_test.tif,0.783,0.905,0.69,0.961,80,7.5,0.5,20
4054,02_test.tif,0.734,0.938,0.603,0.955,80,7.5,0.7,16
4055,02_test.tif,0.548,0.393,0.902,0.847,80,6.5,0.7,24
4056,02_test.tif,0.797,0.79,0.805,0.958,80,6.5,0.1,24
4057,02_test.tif,0.786,0.891,0.703,0.961,60,7.5,0.1,20
4058,02_test.tif,0.666,0.953,0.512,0.947,80,9.5,0.7,18
4059,02_test.tif,0.752,0.687,0.83,0.944,60,6.5,0.7,20
4060,02_test.tif,0.728,0.939,0.594,0.954,80,9.0,0.1,14
4061,02_test.tif,0.793,0.885,0.718,0.962,80,6.0,0.5,12
4062,02_test.tif,0.658,0.952,0.503,0.946,80,9.5,0.9,14
4063,02_test.tif,0.753,0.931,0.632,0.957,80,7.5,0.5,16
4064,02_test.tif,0.661,0.965,0.503,0.947,60,8.5,0.7,18
4065,02_test.tif,0.749,0.938,0.624,0.957,60,9.0,0.3,24
4066,02_test.tif,0.715,0.953,0.573,0.953,60,9.0,0.5,24
4067,02_test.tif,0.757,0.927,0.639,0.958,80,6.5,0.3,10
4068,02_test.tif,0.743,0.935,0.617,0.956,80,9.0,0.3,22
4069,02_test.tif,0.781,0.897,0.691,0.96,80,6.0,0.1,10
4070,02_test.tif,0.767,0.924,0.655,0.959,60,7.5,0.3,16
4071,02_test.tif,0.708,0.946,0.566,0.952,80,9.0,0.1,10
4072,02_test.tif,0.681,0.951,0.53,0.949,80,9.5,0.7,22
4073,02_test.tif,0.735,0.945,0.601,0.956,60,8.5,0.5,22
4074,02_test.tif,0.6,0.973,0.434,0.941,60,8.5,0.9,14
4075,02_test.tif,0.799,0.842,0.761,0.961,60,7.0,0.1,24
4076,02_test.tif,0.674,0.952,0.521,0.948,80,8.0,0.9,14
4077,02_test.tif,0.588,0.475,0.771,0.889,80,6.5,0.9,16
4078,02_test.tif,0.795,0.863,0.737,0.961,80,7.0,0.1,20
4079,02_test.tif,0.664,0.953,0.509,0.947,80,8.0,0.9,12
4080,02_test.tif,0.601,0.973,0.435,0.941,60,8.5,0.7,12
4081,02_test.tif,0.675,0.952,0.523,0.948,80,7.5,0.9,12
4082,02_test.tif,0.786,0.889,0.705,0.961,80,8.0,0.1,24
4083,02_test.tif,0.6,0.973,0.434,0.941,60,8.0,0.9,12
4084,02_test.tif,0.622,0.971,0.457,0.943,60,7.5,0.9,12
4085,02_test.tif,0.663,0.953,0.509,0.947,80,9.0,0.7,14
4086,02_test.tif,0.8,0.854,0.752,0.961,60,7.0,0.3,22
4087,02_test.tif,0.659,0.952,0.504,0.947,80,8.0,0.9,10
4088,02_test.tif,0.799,0.804,0.794,0.959,60,6.0,0.1,18
4089,02_test.tif,0.728,0.75,0.708,0.946,80,7.5,0.9,22
4090,02_test.tif,0.786,0.753,0.822,0.954,60,6.5,0.5,22
4091,02_test.tif,0.721,0.947,0.582,0.954,60,8.5,0.1,12
4092,02_test.tif,0.799,0.869,0.739,0.962,80,6.5,0.5,16
4093,02_test.tif,0.799,0.867,0.741,0.962,80,7.0,0.5,20
4094,02_test.tif,0.749,0.928,0.628,0.957,80,8.5,0.1,16
4095,02_test.tif,0.732,0.94,0.6,0.955,80,8.0,0.3,14
4096,02_test.tif,0.327,0.198,0.931,0.607,60,6.0,0.9,18
4097,02_test.tif,0.802,0.844,0.765,0.961,80,7.0,0.5,22
4098,02_test.tif,0.751,0.93,0.63,0.957,60,7.5,0.1,12
4099,02_test.tif,0.271,0.157,0.963,0.468,60,6.0,0.9,24
4100,02_test.tif,0.606,0.973,0.44,0.941,60,8.5,0.5,10
4101,02_test.tif,0.683,0.96,0.53,0.95,60,8.5,0.7,20
4102,02_test.tif,0.711,0.943,0.571,0.953,80,8.0,0.9,18
4103,02_test.tif,0.676,0.952,0.525,0.949,80,9.5,0.9,24
4104,02_test.tif,0.801,0.812,0.79,0.96,80,6.5,0.1,22
4105,02_test.tif,0.712,0.946,0.571,0.953,80,7.5,0.7,14
4106,02_test.tif,0.755,0.927,0.637,0.958,80,6.0,0.7,10
4107,02_test.tif,0.697,0.95,0.55,0.951,80,9.0,0.5,18
4108,02_test.tif,0.72,0.952,0.579,0.954,60,7.5,0.5,14
4109,02_test.tif,0.68,0.955,0.528,0.949,60,8.5,0.9,22
4110,02_test.tif,0.781,0.902,0.688,0.96,60,7.5,0.1,18
4111,02_test.tif,0.708,0.948,0.565,0.952,80,9.0,0.5,20
4112,02_test.tif,0.768,0.914,0.662,0.959,80,7.0,0.7,16
4113,02_test.tif,0.715,0.946,0.574,0.953,80,8.0,0.3,12
4114,02_test.tif,0.676,0.952,0.524,0.949,80,9.0,0.3,10
4115,02_test.tif,0.755,0.933,0.634,0.958,60,6.5,0.3,10
4116,02_test.tif,0.598,0.973,0.432,0.941,60,9.0,0.9,16
4117,02_test.tif,0.798,0.86,0.744,0.961,80,6.5,0.7,16
4118,02_test.tif,0.653,0.968,0.493,0.946,60,9.5,0.5,20
4119,02_test.tif,0.762,0.922,0.649,0.958,60,8.0,0.7,24
4120,02_test.tif,0.802,0.823,0.781,0.96,60,7.0,0.5,24
4121,02_test.tif,0.794,0.869,0.732,0.961,60,6.5,0.1,16
4122,02_test.tif,0.646,0.968,0.485,0.946,60,8.0,0.7,14
4123,02_test.tif,0.598,0.973,0.431,0.941,60,9.5,0.5,12
4124,02_test.tif,0.741,0.933,0.615,0.956,80,9.5,0.1,20
4125,02_test.tif,0.798,0.851,0.751,0.961,80,7.0,0.1,22
4126,02_test.tif,0.754,0.924,0.637,0.957,80,9.5,0.1,24
4127,02_test.tif,0.663,0.953,0.509,0.947,80,8.5,0.9,14
4128,02_test.tif,0.345,0.212,0.92,0.642,80,6.5,0.9,22
4129,02_test.tif,0.669,0.953,0.515,0.948,80,9.0,0.7,16
4130,02_test.tif,0.677,0.952,0.526,0.949,80,9.5,0.3,12
4131,02_test.tif,0.664,0.961,0.508,0.947,60,7.0,0.9,12
4132,02_test.tif,0.793,0.874,0.726,0.961,60,7.5,0.7,24
4133,02_test.tif,0.797,0.782,0.813,0.958,80,6.0,0.3,18
4134,02_test.tif,0.672,0.965,0.515,0.948,60,8.5,0.3,12
4135,02_test.tif,0.743,0.912,0.627,0.956,80,7.5,0.9,18
4136,02_test.tif,0.709,0.948,0.566,0.952,80,9.5,0.5,24
4137,02_test.tif,0.721,0.944,0.583,0.954,80,9.0,0.3,18
4138,02_test.tif,0.732,0.778,0.691,0.948,80,6.5,0.9,14
4139,02_test.tif,0.758,0.921,0.644,0.958,80,8.5,0.1,18
4140,02_test.tif,0.659,0.953,0.504,0.947,80,9.5,0.5,10
4141,02_test.tif,0.74,0.936,0.612,0.956,80,8.0,0.7,20
4142,02_test.tif,0.65,0.968,0.489,0.946,60,8.5,0.5,14
4143,02_test.tif,0.702,0.949,0.558,0.952,80,8.5,0.5,16
4144,02_test.tif,0.778,0.907,0.681,0.96,80,6.0,0.3,10
4145,02_test.tif,0.77,0.916,0.664,0.959,60,8.0,0.1,18
4146,02_test.tif,0.661,0.953,0.506,0.947,80,9.0,0.5,10
4147,02_test.tif,0.671,0.953,0.518,0.948,80,8.5,0.7,14
4148,02_test.tif,0.753,0.929,0.633,0.958,80,7.5,0.3,14
4149,02_test.tif,0.65,0.968,0.489,0.946,60,9.5,0.7,24
4150,02_test.tif,0.293,0.173,0.95,0.53,80,6.0,0.9,20
4151,02_test.tif,0.686,0.952,0.536,0.95,80,9.0,0.5,16
4152,02_test.tif,0.397,0.256,0.89,0.724,80,6.5,0.9,20
4153,02_test.tif,0.799,0.802,0.797,0.959,80,6.0,0.1,18
4154,02_test.tif,0.669,0.965,0.512,0.948,60,8.0,0.3,10
4155,02_test.tif,0.62,0.972,0.455,0.943,60,9.5,0.7,20
4156,02_test.tif,0.685,0.952,0.536,0.95,80,8.5,0.3,10
4157,02_test.tif,0.786,0.894,0.701,0.961,60,7.0,0.1,16
4158,02_test.tif,0.802,0.841,0.766,0.961,60,6.5,0.5,18
4159,02_test.tif,0.599,0.973,0.433,0.941,60,8.0,0.7,10
4160,02_test.tif,0.646,0.969,0.485,0.946,60,9.5,0.3,14
4161,02_test.tif,0.701,0.949,0.556,0.951,80,9.0,0.7,22
4162,02_test.tif,0.792,0.767,0.819,0.956,60,6.5,0.3,24
4163,02_test.tif,0.59,0.972,0.423,0.94,60,9.5,0.9,14
4164,02_test.tif,0.784,0.903,0.693,0.961,60,8.0,0.3,24
4165,02_test.tif,0.682,0.962,0.529,0.95,60,8.0,0.5,14
4166,02_test.tif,0.627,0.971,0.463,0.944,60,8.5,0.5,12
4167,02_test.tif,0.755,0.929,0.636,0.958,80,8.5,0.5,24
4168,02_test.tif,0.778,0.901,0.684,0.96,80,7.0,0.1,14
4169,02_test.tif,0.745,0.936,0.618,0.957,60,8.0,0.7,22
4170,02_test.tif,0.801,0.8,0.803,0.959,80,6.0,0.5,16
4171,02_test.tif,0.65,0.968,0.489,0.946,60,7.5,0.7,12
4172,02_test.tif,0.618,0.468,0.907,0.885,60,6.0,0.5,22
4173,02_test.tif,0.617,0.972,0.452,0.943,60,8.5,0.7,14
4174,02_test.tif,0.698,0.95,0.552,0.951,80,9.0,0.3,14
4175,02_test.tif,0.63,0.97,0.466,0.944,60,9.0,0.7,18
4176,02_test.tif,0.739,0.934,0.612,0.956,80,8.0,0.1,12
4177,02_test.tif,0.699,0.948,0.554,0.951,80,9.0,0.9,24
4178,02_test.tif,0.592,0.972,0.425,0.94,60,9.5,0.5,10
4179,02_test.tif,0.764,0.92,0.654,0.959,60,7.5,0.1,14
4180,02_test.tif,0.74,0.663,0.837,0.94,80,6.0,0.7,16
4181,02_test.tif,0.593,0.973,0.427,0.94,60,9.5,0.7,14
4182,02_test.tif,0.311,0.186,0.94,0.573,80,6.5,0.9,24
4183,02_test.tif,0.798,0.859,0.746,0.961,80,7.0,0.7,20
4184,02_test.tif,0.589,0.972,0.423,0.94,60,8.5,0.9,10
4185,02_test.tif,0.698,0.95,0.551,0.951,80,8.5,0.7,18
4186,02_test.tif,0.617,0.467,0.908,0.884,80,6.0,0.5,22
4187,02_test.tif,0.667,0.964,0.51,0.948,60,9.5,0.5,22
4188,02_test.tif,0.726,0.94,0.591,0.954,80,8.0,0.1,10
4189,02_test.tif,0.739,0.943,0.608,0.956,60,9.0,0.3,22
4190,02_test.tif,0.792,0.769,0.817,0.956,80,6.0,0.1,20
4191,02_test.tif,0.689,0.952,0.54,0.95,80,8.5,0.5,14
4192,02_test.tif,0.779,0.903,0.685,0.96,60,6.5,0.1,12
4193,02_test.tif,0.793,0.811,0.775,0.958,60,6.0,0.7,14
4194,02_test.tif,0.734,0.94,0.601,0.955,80,9.5,0.3,24
4195,02_test.tif,0.663,0.953,0.508,0.947,80,8.0,0.7,10
4196,02_test.tif,0.777,0.908,0.679,0.96,80,6.5,0.3,12
4197,02_test.tif,0.271,0.157,0.964,0.468,80,6.0,0.9,24
4198,02_test.tif,0.592,0.972,0.426,0.94,60,8.5,0.7,10
4199,02_test.tif,0.767,0.913,0.661,0.959,80,7.0,0.1,12
4200,02_test.tif,0.748,0.929,0.626,0.957,80,9.5,0.1,22
4201,02_test.tif,0.78,0.9,0.689,0.96,80,6.5,0.7,14
4202,02_test.tif,0.72,0.614,0.871,0.931,80,6.0,0.5,20
4203,02_test.tif,0.778,0.914,0.678,0.96,60,7.0,0.5,16
4204,02_test.tif,0.803,0.824,0.783,0.961,60,6.0,0.3,16
4205,02_test.tif,0.683,0.962,0.53,0.95,60,9.5,0.5,24
4206,02_test.tif,0.704,0.71,0.699,0.94,60,7.0,0.9,18
4207,02_test.tif,0.782,0.897,0.693,0.96,80,8.0,0.1,22
4208,02_test.tif,0.754,0.927,0.635,0.957,80,7.5,0.7,18
4209,02_test.tif,0.714,0.946,0.573,0.953,80,7.5,0.3,10
4210,02_test.tif,0.619,0.971,0.454,0.943,60,8.0,0.9,14
4211,02_test.tif,0.787,0.902,0.698,0.961,60,6.5,0.5,14
4212,02_test.tif,0.587,0.477,0.764,0.89,60,7.0,0.9,20
4213,02_test.tif,0.8,0.833,0.77,0.961,60,6.0,0.1,16
4214,02_test.tif,0.673,0.549,0.868,0.913,80,6.5,0.7,22
4215,02_test.tif,0.777,0.725,0.838,0.951,80,6.0,0.3,20
4216,02_test.tif,0.732,0.941,0.599,0.955,80,7.5,0.5,14
4217,02_test.tif,0.8,0.839,0.765,0.961,80,7.0,0.1,24
4218,02_test.tif,0.712,0.947,0.57,0.953,80,9.0,0.7,24
4219,02_test.tif,0.497,0.356,0.823,0.83,80,6.0,0.9,14
4220,02_test.tif,0.658,0.952,0.503,0.946,80,9.0,0.9,12
4221,02_test.tif,0.759,0.925,0.644,0.958,60,9.0,0.1,22
4222,02_test.tif,0.69,0.961,0.538,0.95,60,9.0,0.3,16
4223,02_test.tif,0.719,0.948,0.579,0.954,60,9.5,0.1,16
4224,02_test.tif,0.676,0.957,0.523,0.949,60,8.0,0.9,18
4225,02_test.tif,0.742,0.91,0.626,0.955,80,6.0,0.9,10
4226,02_test.tif,0.718,0.925,0.586,0.953,60,6.5,0.9,12
4227,02_test.tif,0.738,0.89,0.631,0.954,60,8.0,0.9,24
4228,02_test.tif,0.797,0.857,0.745,0.961,60,6.0,0.1,14
4229,02_test.tif,0.781,0.911,0.684,0.961,60,7.5,0.5,20
4230,02_test.tif,0.8,0.814,0.787,0.96,60,6.5,0.1,22
4231,02_test.tif,0.791,0.894,0.71,0.962,60,7.0,0.5,18
4232,02_test.tif,0.799,0.873,0.737,0.962,60,7.0,0.5,20
4233,02_test.tif,0.77,0.916,0.665,0.959,80,8.5,0.3,24
4234,02_test.tif,0.74,0.915,0.622,0.955,80,6.5,0.9,12
4235,02_test.tif,0.791,0.89,0.713,0.962,80,7.5,0.5,22
4236,02_test.tif,0.599,0.973,0.433,0.941,60,9.5,0.7,16
4237,02_test.tif,0.79,0.889,0.711,0.961,80,6.5,0.3,14
4238,02_test.tif,0.706,0.948,0.562,0.952,80,8.0,0.7,16
4239,02_test.tif,0.738,0.939,0.609,0.956,60,9.5,0.1,20
4240,02_test.tif,0.653,0.968,0.493,0.946,60,8.0,0.5,12
4241,02_test.tif,0.673,0.952,0.521,0.948,80,7.0,0.9,10
4242,02_test.tif,0.801,0.807,0.796,0.96,60,6.5,0.5,20
4243,02_test.tif,0.776,0.913,0.674,0.96,60,6.5,0.3,12
4244,02_test.tif,0.709,0.947,0.567,0.952,80,9.0,0.3,16
4245,02_test.tif,0.483,0.325,0.935,0.795,80,6.0,0.5,24
4246,02_test.tif,0.797,0.856,0.747,0.961,60,7.0,0.1,22
4247,02_test.tif,0.802,0.82,0.785,0.96,80,7.0,0.5,24
4248,02_test.tif,0.734,0.946,0.599,0.955,60,8.0,0.5,18
4249,02_test.tif,0.796,0.87,0.733,0.961,80,7.5,0.3,24
4250,02_test.tif,0.702,0.943,0.559,0.951,60,8.0,0.9,20
4251,02_test.tif,0.8,0.835,0.768,0.961,60,6.5,0.1,20
4252,02_test.tif,0.645,0.969,0.483,0.946,60,9.0,0.5,16
4253,02_test.tif,0.618,0.972,0.453,0.943,60,8.0,0.7,12
4254,02_test.tif,0.721,0.947,0.582,0.954,60,9.0,0.1,14
4255,02_test.tif,0.774,0.723,0.833,0.95,60,6.0,0.5,18
4256,02_test.tif,0.692,0.958,0.542,0.951,60,6.5,0.7,10
4257,02_test.tif,0.777,0.912,0.678,0.96,60,7.5,0.3,18
4258,02_test.tif,0.766,0.919,0.657,0.959,60,7.0,0.1,12
4259,02_test.tif,0.701,0.949,0.555,0.951,80,9.5,0.1,10
4260,02_test.tif,0.797,0.872,0.733,0.962,60,6.5,0.3,16
4261,02_test.tif,0.797,0.792,0.803,0.958,60,6.5,0.1,24
4262,02_test.tif,0.769,0.922,0.66,0.959,60,8.5,0.3,24
4263,02_test.tif,0.744,0.911,0.629,0.956,80,8.0,0.9,22
4264,02_test.tif,0.779,0.747,0.813,0.953,80,7.0,0.7,24
4265,02_test.tif,0.795,0.864,0.736,0.961,80,6.5,0.1,16
4266,02_test.tif,0.627,0.971,0.463,0.944,60,9.0,0.3,10
4267,02_test.tif,0.648,0.969,0.487,0.946,60,9.0,0.3,12
4268,02_test.tif,0.723,0.921,0.595,0.953,60,8.0,0.9,22
4269,02_test.tif,0.791,0.792,0.79,0.957,80,6.5,0.7,18
4270,02_test.tif,0.709,0.955,0.564,0.953,60,9.0,0.3,18
4271,02_test.tif,0.719,0.945,0.58,0.954,80,9.0,0.5,22
4272,02_test.tif,0.645,0.969,0.483,0.946,60,8.5,0.3,10
4273,02_test.tif,0.708,0.948,0.564,0.952,80,8.0,0.5,14
4274,02_test.tif,0.789,0.886,0.711,0.961,60,6.5,0.1,14
4275,02_test.tif,0.786,0.9,0.697,0.961,60,7.5,0.3,20
4276,02_test.tif,0.719,0.952,0.577,0.954,60,8.5,0.3,16
4277,02_test.tif,0.741,0.665,0.836,0.94,60,6.0,0.7,16
4278,02_test.tif,0.615,0.972,0.45,0.942,60,7.5,0.7,10
4279,02_test.tif,0.697,0.959,0.548,0.951,60,9.5,0.3,20
4280,02_test.tif,0.72,0.92,0.592,0.953,60,6.0,0.9,10
4281,02_test.tif,0.696,0.96,0.546,0.951,60,8.5,0.3,14
4282,02_test.tif,0.702,0.955,0.555,0.952,60,8.5,0.1,10
4283,02_test.tif,0.798,0.874,0.735,0.962,60,6.5,0.5,16
4284,02_test.tif,0.717,0.948,0.576,0.953,60,8.0,0.1,10
4285,02_test.tif,0.728,0.942,0.593,0.955,80,8.5,0.3,16
4286,02_test.tif,0.737,0.887,0.63,0.954,60,7.0,0.9,16
4287,02_test.tif,0.714,0.946,0.573,0.953,80,9.5,0.3,20
4288,02_test.tif,0.584,0.474,0.76,0.889,60,6.5,0.9,16
4289,02_test.tif,0.63,0.971,0.466,0.944,60,9.5,0.3,12
4290,02_test.tif,0.725,0.949,0.587,0.954,60,8.0,0.3,14
4291,02_test.tif,0.702,0.947,0.558,0.952,80,6.5,0.9,10
4292,02_test.tif,0.697,0.959,0.547,0.951,60,8.5,0.5,18
4293,02_test.tif,0.791,0.88,0.718,0.961,60,7.0,0.1,18
4294,02_test.tif,0.596,0.973,0.43,0.94,60,9.5,0.9,18
4295,02_test.tif,0.684,0.96,0.532,0.95,60,7.5,0.7,14
4296,02_test.tif,0.614,0.972,0.448,0.942,60,8.5,0.9,16
4297,02_test.tif,0.495,0.355,0.815,0.83,60,6.0,0.9,14
4298,02_test.tif,0.777,0.906,0.679,0.96,60,7.0,0.1,14
4299,02_test.tif,0.688,0.951,0.539,0.95,80,7.0,0.7,10
4300,02_test.tif,0.592,0.972,0.425,0.94,60,9.5,0.9,16
4301,02_test.tif,0.8,0.85,0.756,0.961,80,7.0,0.3,22
4302,02_test.tif,0.779,0.75,0.811,0.953,60,7.0,0.7,24
4303,02_test.tif,0.797,0.784,0.81,0.958,60,6.0,0.3,18
4304,02_test.tif,0.691,0.949,0.543,0.95,80,8.0,0.9,16
4305,02_test.tif,0.673,0.55,0.867,0.914,60,6.5,0.7,22
4306,02_test.tif,0.751,0.937,0.626,0.957,60,8.5,0.5,24
4307,02_test.tif,0.719,0.943,0.581,0.954,80,9.5,0.1,14
4308,02_test.tif,0.763,0.918,0.652,0.958,80,8.0,0.1,16
4309,02_test.tif,0.737,0.935,0.608,0.956,80,7.5,0.1,10
4310,02_test.tif,0.802,0.834,0.772,0.961,80,7.0,0.3,24
4311,02_test.tif,0.397,0.256,0.887,0.724,60,6.5,0.9,20
4312,02_test.tif,0.717,0.949,0.576,0.953,60,7.5,0.7,16
4313,02_test.tif,0.387,0.247,0.894,0.71,80,6.0,0.9,16
4314,02_test.tif,0.724,0.943,0.587,0.954,80,9.5,0.3,22
4315,02_test.tif,0.717,0.945,0.577,0.953,80,7.0,0.7,12
4316,02_test.tif,0.643,0.567,0.743,0.916,60,7.5,0.9,24
4317,02_test.tif,0.785,0.897,0.698,0.961,80,8.0,0.3,24
4318,02_test.tif,0.77,0.91,0.668,0.959,80,8.0,0.1,18
4319,02_test.tif,0.795,0.867,0.733,0.961,60,7.0,0.1,20
4320,02_test.tif,0.768,0.926,0.655,0.959,60,7.5,0.5,18
4321,02_test.tif,0.738,0.934,0.61,0.956,80,8.5,0.1,14
4322,02_test.tif,0.67,0.965,0.513,0.948,60,9.0,0.3,14
4323,02_test.tif,0.802,0.803,0.8,0.959,60,6.0,0.5,16
4324,02_test.tif,0.601,0.973,0.435,0.941,60,9.0,0.7,14
4325,02_test.tif,0.753,0.925,0.635,0.957,80,9.0,0.1,20
4326,02_test.tif,0.734,0.939,0.602,0.955,80,7.0,0.3,10
4327,02_test.tif,0.801,0.83,0.774,0.961,80,6.0,0.1,16
4328,02_test.tif,0.781,0.901,0.69,0.96,60,8.0,0.1,22
4329,02_test.tif,0.742,0.939,0.613,0.956,60,6.5,0.7,12
4330,02_test.tif,0.624,0.97,0.46,0.943,60,9.5,0.9,24
4331,02_test.tif,0.699,0.949,0.553,0.951,80,9.5,0.5,22
4332,02_test.tif,0.687,0.961,0.535,0.95,60,7.5,0.5,12
4333,02_test.tif,0.753,0.93,0.632,0.957,60,9.5,0.1,24
4334,02_test.tif,0.698,0.948,0.553,0.951,80,8.5,0.9,20
4335,02_test.tif,0.738,0.938,0.608,0.956,80,6.5,0.5,10
